date,region_id,region_intensity,urbanization_index,rainfall_mm,soil_saturation_pct,reservoir_level_pct,flash_flood,month,day_of_year,is_monsoon,rainfall_3d_sum,rainfall_7d_sum,rainfall_change_1day,soil_saturation_change_3day,reservoir_change_3day,rain_saturation_interaction,days_since_significant_rain
2020-01-29,region_1,1.319,0.439,1.2,61.3,21.6,0,1,29,0,2.5,65.60000000000001,0.0,-2.200000000000003,2.400000000000002,0.7355999999999999,3
2020-01-30,region_1,1.319,0.439,0.9,61.6,20.6,0,1,30,0,3.3,14.1,-0.2999999999999999,-3.999999999999993,-2.099999999999998,0.5544,4
2020-01-31,region_1,1.319,0.439,0.2,60.4,21.2,0,1,31,0,2.3,13.8,-0.7,-3.1000000000000014,-1.400000000000002,0.1208,5
2020-02-01,region_1,1.319,0.439,0.0,58.6,21.9,0,2,32,0,1.1,13.7,-0.2,-2.699999999999996,0.2999999999999971,0.0,6
2020-02-02,region_1,1.319,0.439,0.3,51.3,20.9,0,2,33,0,0.5,3.9,0.3,-10.300000000000004,0.2999999999999971,0.1538999999999999,7
2020-02-03,region_1,1.319,0.439,1.3,52.3,19.5,0,2,34,0,1.6,5.1,1.0,-8.100000000000001,-1.6999999999999993,0.6799,8
2020-02-04,region_1,1.319,0.439,12.4,49.2,21.3,0,2,35,0,14.0,16.3,11.1,-9.4,-0.5999999999999979,6.1008,0
2020-02-05,region_1,1.319,0.439,0.1,61.0,24.0,0,2,36,0,13.8,15.2,-12.3,9.700000000000005,3.1000000000000014,0.061,1
2020-02-06,region_1,1.319,0.439,0.6,56.1,20.2,0,2,37,0,13.1,14.9,0.5,3.800000000000004,0.6999999999999993,0.3365999999999999,2
2020-02-07,region_1,1.319,0.439,0.3,54.4,20.1,0,2,38,0,1.0,15.0,-0.3,5.199999999999996,-1.1999999999999993,0.1632,3
2020-02-08,region_1,1.319,0.439,0.7,50.9,20.5,0,2,39,0,1.6,15.7,0.3999999999999999,-10.1,-3.5,0.3562999999999999,4
2020-02-09,region_1,1.319,0.439,0.6,48.4,18.5,0,2,40,0,1.6,16.0,-0.0999999999999999,-7.700000000000003,-1.6999999999999993,0.2904,5
2020-02-10,region_1,1.319,0.439,0.1,45.5,19.9,0,2,41,0,1.4,14.8,-0.5,-8.899999999999999,-0.2000000000000028,0.0455,6
2020-02-11,region_1,1.319,0.439,0.3,43.0,18.6,0,2,42,0,1.0,2.6999999999999984,0.1999999999999999,-7.899999999999999,-1.8999999999999984,0.129,7
2020-02-12,region_1,1.319,0.439,0.1,40.8,18.4,0,2,43,0,0.5000000000000001,2.699999999999998,-0.1999999999999999,-7.600000000000001,-0.1000000000000014,0.0408,8
2020-02-13,region_1,1.319,0.439,0.5,41.1,17.0,0,2,44,0,0.9000000000000001,2.599999999999998,0.4,-4.399999999999999,-2.8999999999999986,0.2055,9
2020-02-14,region_1,1.319,0.439,0.1,40.9,16.4,0,2,45,0,0.7000000000000001,2.399999999999998,-0.4,-2.1000000000000014,-2.200000000000003,0.0409,10
2020-02-15,region_1,1.319,0.439,0.2,36.3,14.8,0,2,46,0,0.8000000000000002,1.899999999999998,0.1,-4.5,-3.599999999999998,0.0726,11
2020-02-16,region_1,1.319,0.439,0.3,34.2,17.8,0,2,47,0,0.6000000000000001,1.599999999999998,0.0999999999999999,-6.899999999999999,0.8000000000000007,0.1026,12
2020-02-17,region_1,1.319,0.439,15.2,31.6,16.9,0,2,48,0,15.7,16.699999999999996,14.9,-9.299999999999995,0.5,4.8032,0
2020-02-18,region_1,1.319,0.439,1.0,45.5,17.4,0,2,49,0,16.5,17.4,-14.2,9.200000000000005,2.599999999999998,0.455,1
2020-02-19,region_1,1.319,0.439,1.0,45.6,16.7,0,2,50,0,17.2,18.3,0.0,11.4,-1.1000000000000014,0.456,2
2020-02-20,region_1,1.319,0.439,1.6,44.4,13.8,0,2,51,0,3.6,19.4,0.6000000000000001,12.799999999999995,-3.099999999999998,0.7104,3
2020-02-21,region_1,1.319,0.439,0.5,43.9,15.1,0,2,52,0,3.1,19.8,-1.1,-1.6000000000000014,-2.299999999999999,0.2195,4
2020-02-22,region_1,1.319,0.439,0.7,40.8,15.2,0,2,53,0,2.8,20.3,0.1999999999999999,-4.800000000000004,-1.5,0.2855999999999999,5
2020-02-23,region_1,1.319,0.439,0.1,39.0,14.1,0,2,54,0,1.3,20.1,-0.6,-5.399999999999999,0.2999999999999989,0.039,6
2020-02-24,region_1,1.319,0.439,5.2,39.0,13.1,0,2,55,0,6.0,10.099999999999998,5.1000000000000005,-4.899999999999999,-2.0,2.028,7
2020-02-25,region_1,1.319,0.439,0.4,37.3,13.9,0,2,56,0,5.7,9.499999999999998,-4.8,-3.5,-1.299999999999999,0.1492,8
2020-02-26,region_1,1.319,0.439,7.2,36.7,14.6,0,2,57,0,12.8,15.7,6.8,-2.299999999999997,0.5,2.6424000000000003,9
2020-02-27,region_1,1.319,0.439,6.2,42.4,15.0,0,2,58,0,13.8,20.3,-1.0,3.3999999999999986,1.9000000000000004,2.6288,10
2020-02-28,region_1,1.319,0.439,0.1,40.3,16.0,0,2,59,0,13.5,19.9,-6.1000000000000005,3.0,2.1,0.0403,11
2020-02-29,region_1,1.319,0.439,0.1,40.0,16.8,0,2,60,0,6.4,19.3,0.0,3.299999999999997,2.200000000000001,0.04,12
2020-03-01,region_1,1.319,0.439,2.9,39.2,15.0,0,3,61,0,3.1,22.1,2.8,-3.199999999999996,0.0,1.1368,13
2020-03-02,region_1,1.319,0.439,0.6,38.7,14.1,0,3,62,0,3.6,17.5,-2.3,-1.5999999999999943,-1.9000000000000004,0.2322,14
2020-03-03,region_1,1.319,0.439,1.4,39.0,15.8,0,3,63,0,4.9,18.5,0.7999999999999999,-1.0,-1.0,0.5459999999999999,15
2020-03-04,region_1,1.319,0.439,0.1,38.8,12.2,0,3,64,0,2.1,11.4,-1.2999999999999998,-0.4000000000000057,-2.8000000000000007,0.0388,16
2020-03-05,region_1,1.319,0.439,0.5,35.6,11.3,0,3,65,0,2.0,5.699999999999998,0.4,-3.1000000000000014,-2.799999999999999,0.178,17
2020-03-06,region_1,1.319,0.439,0.1,35.6,12.2,0,3,66,0,0.7,5.699999999999998,-0.4,-3.3999999999999986,-3.6000000000000014,0.0356,18
2020-03-07,region_1,1.319,0.439,8.4,30.6,13.5,0,3,67,0,9.0,13.999999999999998,8.3,-8.199999999999996,1.3000000000000007,2.5704,19
2020-03-08,region_1,1.319,0.439,1.3,36.4,13.3,0,3,68,0,9.8,12.4,-7.1000000000000005,0.7999999999999972,2.0,0.4732,20
2020-03-09,region_1,1.319,0.439,0.4,39.6,11.7,0,3,69,0,10.1,12.199999999999998,-0.9,4.0,-0.5,0.1584,21
2020-03-10,region_1,1.319,0.439,4.9,37.6,11.8,0,3,70,0,6.6000000000000005,15.7,4.5,7.0,-1.6999999999999993,1.8424,22
2020-03-11,region_1,1.319,0.439,0.1,34.5,11.5,0,3,71,0,5.4,15.7,-4.800000000000001,-1.8999999999999984,-1.8000000000000007,0.0345,23
2020-03-12,region_1,1.319,0.439,0.5,34.7,11.1,0,3,72,0,5.5,15.7,0.4,-4.899999999999999,-0.5999999999999996,0.1735,24
2020-03-13,region_1,1.319,0.439,2.1,33.7,13.6,0,3,73,0,2.7,17.7,1.6,-3.899999999999999,1.799999999999999,0.7077000000000001,25
2020-03-14,region_1,1.319,0.439,0.3,34.1,11.8,0,3,74,0,2.9,9.6,-1.8,-0.3999999999999986,0.3000000000000007,0.1023,26
2020-03-15,region_1,1.319,0.439,0.2,34.0,13.4,0,3,75,0,2.6,8.499999999999998,-0.0999999999999999,-0.7000000000000028,2.3000000000000007,0.068,27
2020-03-16,region_1,1.319,0.439,0.9,33.5,10.5,0,3,76,0,1.4,9.0,0.7,-0.2000000000000028,-3.1,0.3015,28
2020-03-17,region_1,1.319,0.439,0.3,30.1,11.6,0,3,77,0,1.4,4.399999999999999,-0.6000000000000001,-4.0,-0.200000000000001,0.0902999999999999,29
2020-03-18,region_1,1.319,0.439,1.2,30.5,11.1,0,3,78,0,2.4,5.499999999999998,0.8999999999999999,-3.5,-2.3000000000000007,0.366,30
2020-03-19,region_1,1.319,0.439,0.6,29.3,11.5,0,3,79,0,2.1,5.599999999999999,-0.6,-4.199999999999999,1.0,0.1757999999999999,31
2020-03-20,region_1,1.319,0.439,1.1,27.3,10.6,0,3,80,0,2.9000000000000004,4.599999999999998,0.5000000000000001,-2.8000000000000007,-1.0,0.3003,32
2020-03-21,region_1,1.319,0.439,0.2,24.5,11.1,0,3,81,0,1.9,4.499999999999998,-0.9000000000000001,-6.0,0.0,0.049,33
2020-03-22,region_1,1.319,0.439,14.4,27.5,10.4,0,3,82,0,15.7,18.7,14.2,-1.8000000000000007,-1.0999999999999996,3.96,0
2020-03-23,region_1,1.319,0.439,2.1,34.9,9.3,0,3,83,0,16.700000000000003,19.9,-12.3,7.599999999999998,-1.299999999999999,0.7329000000000001,1
2020-03-24,region_1,1.319,0.439,16.7,34.5,11.1,0,3,84,0,33.2,36.3,14.6,10.0,0.0,5.7615,0
2020-03-25,region_1,1.319,0.439,59.7,44.7,11.4,0,3,85,0,78.5,94.8,43.0,17.200000000000003,1.0,26.6859,0
2020-03-26,region_1,1.319,0.439,1.0,96.8,20.9,0,3,86,0,77.4,95.2,-58.7,61.9,11.599999999999998,0.968,1
2020-03-27,region_1,1.319,0.439,17.0,90.2,22.4,0,3,87,0,77.7,111.1,16.0,55.7,11.3,15.334,0
2020-03-28,region_1,1.319,0.439,1.0,94.8,32.8,0,3,88,0,19.0,111.9,-16.0,50.1,21.4,0.948,1
2020-03-29,region_1,1.319,0.439,8.3,90.8,31.3,0,3,89,0,26.3,105.8,7.300000000000001,-6.0,10.400000000000002,7.536399999999999,2
2020-03-30,region_1,1.319,0.439,0.7,95.2,36.1,0,3,90,0,10.0,104.4,-7.6,5.0,13.700000000000005,0.6664,3
2020-03-31,region_1,1.319,0.439,1.7,91.2,34.5,0,3,91,0,10.7,89.4,1.0,-3.5999999999999943,1.7000000000000028,1.5504,4
2020-04-01,region_1,1.319,0.439,0.2,86.7,34.1,0,4,92,0,2.6,29.9,-1.5,-4.099999999999994,2.8000000000000007,0.1734,5
2020-04-02,region_1,1.319,0.439,4.2,84.2,34.9,0,4,93,0,6.1000000000000005,33.1,4.0,-11.0,-1.2000000000000028,3.5364000000000004,6
2020-04-03,region_1,1.319,0.439,2.0,83.5,36.5,0,4,94,0,6.4,18.1,-2.2,-7.700000000000003,2.0,1.67,7
2020-04-04,region_1,1.319,0.439,1.1,80.1,35.2,0,4,95,0,7.300000000000001,18.2,-0.8999999999999999,-6.6000000000000085,1.1000000000000014,0.8811,8
2020-04-05,region_1,1.319,0.439,47.6,76.0,36.7,0,4,96,0,50.7,57.5,46.5,-8.200000000000003,1.8000000000000045,36.176,0
2020-04-06,region_1,1.319,0.439,20.1,100.0,54.3,0,4,97,0,68.80000000000001,76.9,-27.5,16.5,17.799999999999997,20.1,0
2020-04-07,region_1,1.319,0.439,0.6,100.0,69.4,0,4,98,0,68.30000000000001,75.8,-19.5,19.90000000000001,34.2,0.6,1
2020-04-08,region_1,1.319,0.439,7.5,96.6,67.9,0,4,99,0,28.200000000000003,83.10000000000001,6.9,20.599999999999994,31.200000000000003,7.245,2
2020-04-09,region_1,1.319,0.439,1.7,96.6,70.9,0,4,100,0,9.8,80.60000000000001,-5.8,-3.4000000000000057,16.60000000000001,1.6422,3
2020-04-10,region_1,1.319,0.439,5.2,92.6,68.4,0,4,101,0,14.4,83.80000000000001,3.5,-7.400000000000006,-1.0,4.8152,4
2020-04-11,region_1,1.319,0.439,0.6,94.0,71.4,0,4,102,0,7.5,83.3,-4.6000000000000005,-2.5999999999999943,3.5,0.564,5
2020-04-12,region_1,1.319,0.439,5.8,91.3,69.5,0,4,103,0,11.6,41.5,5.2,-5.299999999999997,-1.4000000000000057,5.2954,6
2020-04-13,region_1,1.319,0.439,3.6,92.2,71.5,0,4,104,0,10.0,25.0,-2.2,-0.3999999999999915,3.0999999999999943,3.3192000000000004,7
2020-04-14,region_1,1.319,0.439,0.3,89.5,72.7,0,4,105,0,9.7,24.7,-3.3000000000000003,-4.5,1.2999999999999972,0.2684999999999999,8
2020-04-15,region_1,1.319,0.439,3.8,84.0,70.8,0,4,106,0,7.699999999999999,21.0,3.5,-7.299999999999997,1.2999999999999972,3.192,9
2020-04-16,region_1,1.319,0.439,13.8,81.8,71.7,0,4,107,0,17.9,33.1,10.0,-10.400000000000006,0.2000000000000028,11.2884,0
2020-04-17,region_1,1.319,0.439,0.1,91.1,75.5,0,4,108,0,17.7,28.0,-13.7,1.5999999999999943,2.799999999999997,0.0911,1
2020-04-18,region_1,1.319,0.439,5.9,86.8,74.1,0,4,109,0,19.8,33.3,5.800000000000001,2.799999999999997,3.299999999999997,5.1212,2
2020-04-19,region_1,1.319,0.439,81.0,88.4,75.5,0,4,110,0,87.0,108.5,75.1,6.6000000000000085,3.799999999999997,71.604,0
2020-04-20,region_1,1.319,0.439,0.2,99.3,100.0,0,4,111,0,87.10000000000001,105.1,-80.8,8.200000000000003,24.5,0.1986,1
2020-04-21,region_1,1.319,0.439,0.2,94.8,97.1,0,4,112,0,81.4,105.0,0.0,8.0,23.0,0.1896,2
2020-04-22,region_1,1.319,0.439,25.3,94.1,94.7,0,4,113,0,25.7,126.5,25.1,5.699999999999989,19.200000000000003,23.8073,0
2020-04-23,region_1,1.319,0.439,47.3,100.0,100.0,0,4,114,0,72.8,160.0,22.0,0.7000000000000028,0.0,47.3,0
2020-04-24,region_1,1.319,0.439,2.4,98.7,99.7,0,4,115,0,75.0,162.3,-44.9,3.9000000000000057,2.6000000000000085,2.3688,1
2020-04-25,region_1,1.319,0.439,2.6,99.6,99.6,0,4,116,0,52.3,159.0,0.2000000000000001,5.5,4.899999999999992,2.5896,2
2020-04-26,region_1,1.319,0.439,0.0,92.7,100.0,0,4,117,0,5.0,78.0,-2.6,-7.299999999999997,0.0,0.0,3
2020-04-27,region_1,1.319,0.439,1.8,89.3,94.2,0,4,118,0,4.4,79.6,1.8,-9.400000000000006,-5.5,1.6074000000000002,4
2020-04-28,region_1,1.319,0.439,4.1,86.6,95.5,0,4,119,0,5.9,83.5,2.3,-13.0,-4.099999999999994,3.5505999999999998,5
2020-04-29,region_1,1.319,0.439,1.5,85.5,92.9,0,4,120,0,7.4,59.7,-2.6,-7.200000000000003,-7.099999999999994,1.2825,6
2020-04-30,region_1,1.319,0.439,17.8,83.4,92.9,0,4,121,0,23.4,30.2,16.3,-5.899999999999992,-1.2999999999999972,14.845200000000002,0
2020-05-01,region_1,1.319,0.439,1.4,92.0,97.2,0,5,122,0,20.700000000000003,29.2,-16.400000000000002,5.400000000000006,1.7000000000000028,1.2879999999999998,1
2020-05-02,region_1,1.319,0.439,45.4,89.4,95.6,0,5,123,0,64.6,72.0,44.0,3.9000000000000057,2.6999999999999886,40.5876,0
2020-05-03,region_1,1.319,0.439,0.3,99.4,99.8,0,5,124,0,47.1,72.3,-45.1,16.0,6.899999999999992,0.2982,1
2020-05-04,region_1,1.319,0.439,0.5,96.1,97.3,0,5,125,0,46.2,71.0,0.2,4.099999999999994,0.0999999999999943,0.4805,2
2020-05-05,region_1,1.319,0.439,46.8,91.4,94.4,0,5,126,0,47.6,113.7,46.3,2.0,-1.1999999999999886,42.775200000000005,0
2020-05-06,region_1,1.319,0.439,15.1,97.9,100.0,0,5,127,0,62.4,127.29999999999998,-31.7,-1.5,0.2000000000000028,14.7829,0
2020-05-07,region_1,1.319,0.439,3.9,100.0,99.8,0,5,128,0,65.8,113.39999999999998,-11.2,3.9000000000000057,2.5,3.9,1
2020-05-08,region_1,1.319,0.439,44.7,98.0,100.0,0,5,129,0,63.7,156.7,40.8,6.599999999999994,5.599999999999994,43.806,0
2020-05-09,region_1,1.319,0.439,1.9,98.9,98.6,0,5,130,0,50.5,113.2,-42.8,1.0,-1.4000000000000057,1.8791,1
2020-05-10,region_1,1.319,0.439,2.4,95.9,98.5,0,5,131,0,49.0,115.3,0.5,-4.099999999999994,-1.2999999999999972,2.3016,2
2020-05-11,region_1,1.319,0.439,2.8,93.0,99.1,0,5,132,0,7.1,117.6,0.3999999999999999,-5.0,-0.9000000000000057,2.604,3
2020-05-12,region_1,1.319,0.439,0.6,90.6,98.1,0,5,133,0,5.799999999999999,71.39999999999999,-2.2,-8.300000000000011,-0.5,0.5436,4
2020-05-13,region_1,1.319,0.439,21.9,89.7,95.0,0,5,134,0,25.3,78.19999999999999,21.3,-6.200000000000003,-3.5,19.6443,0
2020-05-14,region_1,1.319,0.439,10.7,100.0,100.0,0,5,135,1,33.2,85.0,-11.2,7.0,0.9000000000000057,10.7,0
2020-05-15,region_1,1.319,0.439,6.2,95.9,99.4,0,5,136,1,38.8,46.49999999999999,-4.499999999999999,5.300000000000011,1.3000000000000114,5.9458,1
2020-05-16,region_1,1.319,0.439,14.5,100.0,99.9,0,5,137,1,31.4,59.1,8.3,10.299999999999995,4.900000000000006,14.5,0
2020-05-17,region_1,1.319,0.439,27.2,100.0,98.5,0,5,138,1,47.9,83.89999999999999,12.7,0.0,-1.5,27.2,0
2020-05-18,region_1,1.319,0.439,0.5,99.7,99.6,0,5,139,1,42.2,81.6,-26.7,3.799999999999997,0.1999999999999886,0.4985,1
2020-05-19,region_1,1.319,0.439,2.5,97.0,99.5,0,5,140,1,30.2,83.49999999999999,2.0,-3.0,-0.4000000000000057,2.425,2
2020-05-20,region_1,1.319,0.439,10.4,95.3,96.6,0,5,141,1,13.4,72.0,7.9,-4.700000000000003,-1.9000000000000057,9.9112,0
2020-05-21,region_1,1.319,0.439,0.3,95.0,98.5,0,5,142,1,13.2,61.6,-10.1,-4.700000000000003,-1.0999999999999943,0.285,1
2020-05-22,region_1,1.319,0.439,1.2,92.9,98.4,0,5,143,1,11.9,56.59999999999999,0.8999999999999999,-4.099999999999994,-1.0999999999999943,1.1148,2
2020-05-23,region_1,1.319,0.439,39.8,92.0,96.2,0,5,144,1,41.3,81.89999999999999,38.6,-3.299999999999997,-0.3999999999999915,36.616,0
2020-05-24,region_1,1.319,0.439,3.5,98.1,100.0,0,5,145,1,44.5,58.19999999999999,-36.3,3.0999999999999943,1.5,3.4335,1
2020-05-25,region_1,1.319,0.439,6.6,98.0,99.1,0,5,146,1,49.9,64.29999999999998,3.1,5.099999999999994,0.6999999999999886,6.468,2
2020-05-26,region_1,1.319,0.439,6.4,96.7,99.0,0,5,147,1,16.5,68.19999999999999,-0.1999999999999993,4.700000000000003,2.799999999999997,6.188800000000001,3
2020-05-27,region_1,1.319,0.439,82.2,99.1,99.8,1,5,148,1,95.2,140.0,75.8,1.0,-0.2000000000000028,81.4602,0
2020-05-28,region_1,1.319,0.439,3.3,100.0,100.0,0,5,149,1,91.9,142.99999999999997,-78.9,2.0,0.9000000000000057,3.3,1
2020-05-29,region_1,1.319,0.439,3.1,97.9,99.9,0,5,150,1,88.60000000000001,144.89999999999998,-0.1999999999999997,1.2000000000000028,0.9000000000000057,3.0349,2
2020-05-30,region_1,1.319,0.439,47.0,95.3,99.8,0,5,151,1,53.4,152.1,43.9,-3.799999999999997,0.0,44.791,0
2020-05-31,region_1,1.319,0.439,0.4,97.4,99.5,0,5,152,1,50.5,149.0,-46.6,-2.5999999999999943,-0.5,0.3896,1
2020-06-01,region_1,1.319,0.439,48.5,97.8,98.0,0,6,153,1,95.9,190.9,48.1,-0.1000000000000085,-1.9000000000000057,47.433,0
2020-06-02,region_1,1.319,0.439,4.2,99.5,100.0,0,6,154,1,53.1,188.7,-44.3,4.200000000000003,0.2000000000000028,4.179,1
2020-06-03,region_1,1.319,0.439,55.4,98.6,98.7,0,6,155,1,108.1,161.89999999999998,51.2,1.1999999999999886,-0.7999999999999972,54.6244,0
2020-06-04,region_1,1.319,0.439,15.3,100.0,100.0,0,6,156,1,74.9,173.89999999999998,-40.1,2.200000000000003,2.0,15.3,0
2020-06-05,region_1,1.319,0.439,2.0,100.0,99.6,0,6,157,1,72.7,172.79999999999998,-13.3,0.5,-0.4000000000000057,2.0,1
2020-06-06,region_1,1.319,0.439,19.0,98.3,99.3,0,6,158,1,36.3,144.79999999999998,17.0,-0.2999999999999971,0.5999999999999943,18.677,0
2020-06-07,region_1,1.319,0.439,23.5,100.0,100.0,0,6,159,1,44.5,167.89999999999998,4.5,0.0,0.0,23.5,0
2020-06-08,region_1,1.319,0.439,7.4,100.0,100.0,0,6,160,1,49.9,126.79999999999998,-16.1,0.0,0.4000000000000057,7.4,1
2020-06-09,region_1,1.319,0.439,93.4,100.0,98.4,1,6,161,1,124.3,216.0,86.0,1.7000000000000028,-0.8999999999999915,93.4,0
2020-06-10,region_1,1.319,0.439,70.4,98.3,99.0,1,6,162,1,171.20000000000002,231.0,-23.0,-1.7000000000000028,-1.0,69.20320000000001,0
2020-06-11,region_1,1.319,0.439,6.6,99.8,99.4,0,6,163,1,170.4,222.3,-63.8,-0.2000000000000028,-0.5999999999999943,6.586799999999999,1
2020-06-12,region_1,1.319,0.439,62.1,100.0,99.2,0,6,164,1,139.10000000000002,282.4,55.5,0.0,0.7999999999999972,62.1,0
2020-06-13,region_1,1.319,0.439,4.7,98.7,99.5,0,6,165,1,73.4,268.1,-57.4,0.4000000000000057,0.5,4.6389000000000005,1
2020-06-14,region_1,1.319,0.439,10.5,97.7,100.0,0,6,166,1,77.30000000000001,255.1,5.8,-2.0999999999999943,0.5999999999999943,10.258500000000002,0
2020-06-15,region_1,1.319,0.439,50.5,98.7,100.0,1,6,167,1,65.7,298.2,40.0,-1.2999999999999972,0.7999999999999972,49.843500000000006,0
2020-06-16,region_1,1.319,0.439,1.3,100.0,99.6,0,6,168,1,62.3,206.1,-49.2,1.2999999999999972,0.0999999999999943,1.3,1
2020-06-17,region_1,1.319,0.439,68.8,98.3,99.1,1,6,169,1,120.6,204.5,67.5,0.5999999999999943,-0.9000000000000057,67.6304,0
2020-06-18,region_1,1.319,0.439,4.2,100.0,100.0,0,6,170,1,74.3,202.1,-64.6,1.2999999999999972,0.0,4.2,1
2020-06-19,region_1,1.319,0.439,45.7,95.0,100.0,0,6,171,1,118.7,185.7,41.5,-5.0,0.4000000000000057,43.415,0
2020-06-20,region_1,1.319,0.439,11.3,100.0,100.0,0,6,172,1,61.2,192.3,-34.400000000000006,1.7000000000000028,0.9000000000000057,11.3,0
2020-06-21,region_1,1.319,0.439,65.5,99.3,99.3,1,6,173,1,122.5,247.3,54.2,-0.7000000000000028,-0.7000000000000028,65.0415,0
2020-06-22,region_1,1.319,0.439,68.3,100.0,100.0,1,6,174,1,145.1,265.1,2.799999999999997,5.0,0.0,68.3,0
2020-06-23,region_1,1.319,0.439,50.5,99.8,98.9,0,6,175,1,184.3,314.29999999999995,-17.799999999999997,-0.2000000000000028,-1.0999999999999943,50.399,0
2020-06-24,region_1,1.319,0.439,9.0,98.7,99.0,0,6,176,1,127.8,254.5,-41.5,-0.5999999999999943,-0.2999999999999971,8.883000000000001,1
2020-06-25,region_1,1.319,0.439,1.7,99.9,98.6,0,6,177,1,61.2,252.0,-7.3,-0.0999999999999943,-1.4000000000000057,1.6983,2
2020-06-26,region_1,1.319,0.439,14.7,95.9,97.7,0,6,178,1,25.4,221.0,13.0,-3.899999999999992,-1.2000000000000028,14.0973,0
